athlete_NOC,NOC_for_join,NOC_clean,Year,Gold_ath,Silver_ath,Bronze_ath,Total_ath,Gold_off,Silver_off,Bronze_off,Total_off,Rank,diff_Gold,diff_Silver,diff_Bronze,diff_Total,abs_diff_sum,match_status
SUI,Switzerland,Switzerland,1976,2,1,1,4,1,1,2,4,20,1,0,-1,0,2,DIFFER
SUR,SUR,,1976,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SWE,Sweden,Sweden,1976,0,4,1,5,4,1,0,5,12,-4,3,1,0,8,DIFFER
TCH,Czechoslovakia,Czechoslovakia,1976,4,2,2,8,2,2,4,8,17,2,0,-2,0,4,DIFFER
THA,Thailand,Thailand,1976,1,0,0,1,0,0,1,1,37,1,0,-1,0,2,DIFFER
TTO,Trinidad and Tobago,Trinidad and Tobago,1976,0,1,0,1,1,0,0,1,26,-1,1,0,0,2,DIFFER
TUN,TUN,,1976,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TUR,TUR,,1976,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
URS,Soviet Union,Soviet Union,1976,35,49,41,125,49,41,35,125,1,-14,8,6,0,28,DIFFER
URU,URU,,1976,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
USA,United States,United States,1976,25,34,35,94,34,35,25,94,3,-9,-1,10,0,20,DIFFER
VEN,Venezuela,Venezuela,1976,0,0,1,1,0,1,0,1,34,0,-1,1,0,2,DIFFER
YUG,Yugoslavia,Yugoslavia,1976,3,2,3,8,2,3,3,8,16,1,-1,0,0,2,DIFFER
AFG,AFG,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ALG,ALG,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AND,AND,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ANG,ANG,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AUS,Australia,Australia,1980,5,2,2,9,2,2,5,9,15,3,0,-3,0,6,DIFFER
AUT,Austria,Austria,1980,1,1,2,4,1,2,1,4,21,0,-1,1,0,2,DIFFER
BEL,Belgium,Belgium,1980,0,1,0,1,1,0,0,1,23,-1,1,0,0,2,DIFFER
BEN,BEN,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BOT,BOT,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BRA,Brazil,Brazil,1980,2,2,0,4,2,0,2,4,17,0,2,-2,0,4,DIFFER
BUL,Bulgaria,Bulgaria,1980,17,8,16,41,8,16,17,41,3,9,-8,-1,0,18,DIFFER
CGO,CGO,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CMR,CMR,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
COL,COL,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CRC,CRC,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CUB,Cuba,Cuba,1980,5,8,7,20,8,7,5,20,4,-3,1,2,0,6,DIFFER
CYP,CYP,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
DEN,Denmark,Denmark,1980,2,2,1,5,2,1,2,5,16,0,1,-1,0,2,DIFFER
DOM,DOM,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ECU,ECU,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ESP,Spain,Spain,1980,2,1,3,6,1,3,2,6,20,1,-2,1,0,4,DIFFER
ETH,Ethiopia,Ethiopia,1980,2,2,0,4,2,0,2,4,17,0,2,-2,0,4,DIFFER
FIN,Finland,Finland,1980,4,3,1,8,3,1,4,8,12,1,2,-3,0,6,DIFFER
FRA,France,France,1980,3,6,5,14,6,5,3,14,8,-3,1,2,0,6,DIFFER
GBR,Great Britain,Great Britain,1980,9,5,7,21,5,7,9,21,9,4,-2,-2,0,8,DIFFER
GDR,East Germany,East Germany,1980,42,47,37,126,47,37,42,126,2,-5,10,-5,0,20,DIFFER
GRE,Greece,Greece,1980,2,1,0,3,1,0,2,3,22,1,1,-2,0,4,DIFFER
GUA,GUA,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUI,GUI,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUY,Guyana,Guyana,1980,1,0,0,1,0,0,1,1,35,1,0,-1,0,2,DIFFER
HUN,Hungary,Hungary,1980,15,7,10,32,7,10,15,32,6,8,-3,-5,0,16,DIFFER
IND,India,India,1980,0,1,0,1,1,0,0,1,23,-1,1,0,0,2,DIFFER
IRL,Ireland,Ireland,1980,1,0,1,2,0,1,1,2,31,1,-1,0,0,2,DIFFER
IRQ,IRQ,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ISL,ISL,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ITA,Italy,Italy,1980,4,8,3,15,8,3,4,15,5,-4,5,-1,0,10,DIFFER
JAM,Jamaica,Jamaica,1980,3,0,0,3,0,0,3,3,34,3,0,-3,0,6,DIFFER
JOR,JOR,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
KUW,KUW,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LAO,LAO,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LBA,LBA,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LES,LES,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LIB,Lebanon,Lebanon,1980,1,0,0,1,0,0,1,1,35,1,0,-1,0,2,DIFFER
LUX,LUX,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAD,MAD,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MEX,Mexico,Mexico,1980,3,0,1,4,0,1,3,4,29,3,-1,-2,0,6,DIFFER
MGL,Mongolia,Mongolia,1980,2,0,2,4,0,2,2,4,27,2,-2,0,0,4,DIFFER
MLI,MLI,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MLT,MLT,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MOZ,MOZ,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MYA,MYA,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NCA,NCA,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NED,Netherlands,Netherlands,1980,2,0,1,3,0,1,2,3,30,2,-1,-1,0,4,DIFFER
NEP,NEP,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NGR,NGR,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NZL,NZL,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PER,PER,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
POL,Poland,Poland,1980,15,3,14,32,3,14,15,32,10,12,-11,-1,0,24,DIFFER
POR,POR,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PRK,North Korea,North Korea,1980,2,0,3,5,0,3,2,5,26,2,-3,1,0,6,DIFFER
PUR,PUR,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ROU,Romania,Romania,1980,13,6,6,25,6,6,13,25,7,7,0,-7,0,14,DIFFER
SEN,SEN,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SEY,SEY,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SLE,SLE,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SMR,SMR,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SRI,SRI,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SUI,Switzerland,Switzerland,1980,0,2,0,2,2,0,0,2,19,-2,2,0,0,4,DIFFER
SWE,Sweden,Sweden,1980,6,3,3,12,3,3,6,12,11,3,0,-3,0,6,DIFFER
SYR,SYR,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TAN,Tanzania,Tanzania,1980,0,0,2,2,0,2,0,2,28,0,-2,2,0,4,DIFFER
TCH,Czechoslovakia,Czechoslovakia,1980,9,2,3,14,2,3,9,14,13,7,-1,-6,0,14,DIFFER
TTO,TTO,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
UGA,Uganda,Uganda,1980,0,0,1,1,0,1,0,1,32,0,-1,1,0,2,DIFFER
URS,Soviet Union,Soviet Union,1980,46,80,69,195,80,69,46,195,1,-34,11,23,0,68,DIFFER
VEN,Venezuela,Venezuela,1980,0,0,1,1,0,1,0,1,32,0,-1,1,0,2,DIFFER
VIE,VIE,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
YUG,Yugoslavia,Yugoslavia,1980,4,2,3,9,2,3,4,9,14,2,-1,-1,0,4,DIFFER
ZAM,ZAM,,1980,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ZIM,Zimbabwe,Zimbabwe,1980,0,1,0,1,1,0,0,1,23,-1,1,0,0,2,DIFFER
AHO,AHO,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ALG,Algeria,Algeria,1984,2,0,0,2,0,0,2,2,42,2,0,-2,0,4,DIFFER
AND,AND,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ANT,ANT,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ARG,ARG,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AUS,Australia,Australia,1984,12,4,8,24,4,8,12,24,14,8,-4,-4,0,16,DIFFER
AUT,Austria,Austria,1984,1,1,1,3,1,1,1,3,22,0,0,0,0,0,MATCH
BAH,BAH,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BAN,BAN,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BAR,BAR,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BEL,Belgium,Belgium,1984,2,1,1,4,1,1,2,4,21,1,0,-1,0,2,DIFFER
BEN,BEN,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BER,BER,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BHU,BHU,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BIZ,BIZ,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BOL,BOL,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BOT,BOT,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BRA,Brazil,Brazil,1984,2,1,5,8,1,5,2,8,19,1,-4,3,0,8,DIFFER
BRN,BRN,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CAF,CAF,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CAN,Canada,Canada,1984,16,10,18,44,10,18,16,44,6,6,-8,2,0,16,DIFFER
CAY,CAY,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CGO,CGO,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CHA,CHA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CHI,CHI,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CHN,China,China,1984,9,15,8,32,15,8,9,32,4,-6,7,-1,0,14,DIFFER
CIV,Ivory Coast,Ivory Coast,1984,0,0,1,1,0,1,0,1,33,0,-1,1,0,2,DIFFER
CMR,Cameroon,Cameroon,1984,1,0,0,1,0,0,1,1,43,1,0,-1,0,2,DIFFER
COD,COD,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
COL,Colombia,Colombia,1984,0,0,1,1,0,1,0,1,33,0,-1,1,0,2,DIFFER
CRC,CRC,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CYP,CYP,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
DEN,Denmark,Denmark,1984,3,0,3,6,0,3,3,6,27,3,-3,0,0,6,DIFFER
DJI,DJI,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
DOM,Dominican Republic,Dominican Republic,1984,1,0,0,1,0,0,1,1,43,1,0,-1,0,2,DIFFER
ECU,ECU,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
EGY,Egypt,Egypt,1984,0,0,1,1,0,1,0,1,33,0,-1,1,0,2,DIFFER
ESA,ESA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ESP,Spain,Spain,1984,2,1,2,5,1,2,2,5,20,1,-1,0,0,2,DIFFER
FIJ,FIJ,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
FIN,Finland,Finland,1984,6,4,2,12,4,2,6,12,15,2,2,-4,0,8,DIFFER
FRA,France,France,1984,16,5,7,28,5,7,16,28,12,11,-2,-9,0,22,DIFFER
FRG,West Germany,West Germany,1984,23,17,19,59,17,19,23,59,3,6,-2,-4,0,12,DIFFER
GAB,GAB,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GAM,GAM,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GBR,Great Britain,Great Britain,1984,21,5,11,37,5,11,21,37,11,16,-6,-10,0,32,DIFFER
GEQ,GEQ,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GHA,GHA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GRE,Greece,Greece,1984,1,0,1,2,0,1,1,2,30,1,-1,0,0,2,DIFFER
GRN,GRN,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUA,GUA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUI,GUI,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUY,GUY,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HAI,HAI,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HKG,HKG,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HON,HON,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
INA,INA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
IND,IND,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
IRL,Ireland,Ireland,1984,0,0,1,1,0,1,0,1,33,0,-1,1,0,2,DIFFER
IRQ,IRQ,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ISL,Iceland,Iceland,1984,1,0,0,1,0,0,1,1,43,1,0,-1,0,2,DIFFER
ISR,ISR,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ISV,ISV,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ITA,Italy,Italy,1984,12,14,6,32,14,6,12,32,5,-2,8,-6,0,16,DIFFER
IVB,IVB,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
JAM,Jamaica,Jamaica,1984,2,0,1,3,0,1,2,3,28,2,-1,-1,0,4,DIFFER
JOR,JOR,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
JPN,Japan,Japan,1984,14,10,7,31,10,8,14,32,7,4,2,-7,-1,13,DIFFER
KEN,Kenya,Kenya,1984,2,1,0,3,1,0,2,3,23,1,1,-2,0,4,DIFFER
KOR,South Korea,South Korea,1984,7,6,6,19,6,6,7,19,10,1,0,-1,0,2,DIFFER
KSA,KSA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
KUW,KUW,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LBR,LBR,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LES,LES,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LIB,LIB,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LIE,LIE,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LUX,LUX,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAD,MAD,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAR,Morocco,Morocco,1984,0,2,0,2,2,0,0,2,18,-2,2,0,0,4,DIFFER
MAS,MAS,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAW,MAW,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MEX,Mexico,Mexico,1984,1,2,3,6,2,3,1,6,17,-1,-1,2,0,4,DIFFER
MLI,MLI,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MLT,MLT,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MON,MON,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MOZ,MOZ,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MRI,MRI,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MTN,MTN,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MYA,MYA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NCA,NCA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NED,Netherlands,Netherlands,1984,6,5,2,13,5,2,6,13,13,1,3,-4,0,8,DIFFER
NEP,NEP,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NGR,Nigeria,Nigeria,1984,1,0,1,2,0,1,1,2,30,1,-1,0,0,2,DIFFER
NIG,NIG,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NOR,Norway,Norway,1984,2,0,1,3,0,1,2,3,28,2,-1,-1,0,4,DIFFER
NZL,New Zealand,New Zealand,1984,2,8,1,11,8,1,2,11,8,-6,7,-1,0,14,DIFFER
OMA,OMA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAK,Pakistan,Pakistan,1984,0,1,0,1,1,0,0,1,25,-1,1,0,0,2,DIFFER
PAN,PAN,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAR,PAR,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PER,Peru,Peru,1984,0,0,1,1,0,1,0,1,33,0,-1,1,0,2,DIFFER
PHI,PHI,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PNG,PNG,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
POR,Portugal,Portugal,1984,2,1,0,3,1,0,2,3,23,1,1,-2,0,4,DIFFER
PUR,Puerto Rico,Puerto Rico,1984,1,0,1,2,0,1,1,2,30,1,-1,0,0,2,DIFFER
QAT,QAT,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ROU,Romania,Romania,1984,17,19,16,52,20,16,17,53,2,-3,3,-1,-1,7,DIFFER
RWA,RWA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SAM,SAM,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SEN,SEN,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SEY,SEY,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SGP,SGP,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SLE,SLE,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SMR,SMR,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SOL,SOL,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SOM,SOM,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SRI,SRI,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SUD,SUD,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SUI,Switzerland,Switzerland,1984,4,0,4,8,0,4,4,8,26,4,-4,0,0,8,DIFFER
SUR,SUR,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SWE,Sweden,Sweden,1984,6,2,11,19,2,11,6,19,16,4,-9,5,0,18,DIFFER
SWZ,SWZ,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SYR,Syria,Syria,1984,0,0,1,1,0,1,0,1,33,0,-1,1,0,2,DIFFER
TAN,TAN,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TGA,TGA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
THA,Thailand,Thailand,1984,0,0,1,1,0,1,0,1,33,0,-1,1,0,2,DIFFER
TOG,TOG,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TPE,Chinese Taipei,Chinese Taipei,1984,1,0,0,1,0,0,1,1,43,1,0,-1,0,2,DIFFER
TTO,TTO,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TUN,TUN,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TUR,Turkey,Turkey,1984,3,0,0,3,0,0,3,3,40,3,0,-3,0,6,DIFFER
UAE,UAE,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
UGA,UGA,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
URU,URU,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
USA,United States,United States,1984,30,82,61,173,83,61,30,174,1,-53,21,31,-1,105,DIFFER
VEN,Venezuela,Venezuela,1984,3,0,0,3,0,0,3,3,40,3,0,-3,0,6,DIFFER
YAR,YAR,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
YUG,Yugoslavia,Yugoslavia,1984,7,7,4,18,7,4,7,18,9,0,3,-3,0,6,DIFFER
ZAM,Zambia,Zambia,1984,1,0,0,1,0,0,1,1,43,1,0,-1,0,2,DIFFER
ZIM,ZIM,,1984,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AFG,AFG,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AHO,Netherlands Antilles,Netherlands Antilles,1988,0,0,1,1,0,1,0,1,36,0,-1,1,0,2,DIFFER
ALG,ALG,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AND,AND,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ANG,ANG,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ANT,ANT,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ARG,Argentina,Argentina,1988,1,0,1,2,0,1,1,2,35,1,-1,0,0,2,DIFFER
ARU,ARU,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ASA,ASA,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AUS,Australia,Australia,1988,5,3,6,14,3,6,5,14,15,2,-3,1,0,6,DIFFER
AUT,Austria,Austria,1988,0,1,0,1,1,0,0,1,29,-1,1,0,0,2,DIFFER
BAH,BAH,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BAN,BAN,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BAR,BAR,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BEL,Belgium,Belgium,1988,2,0,0,2,0,0,2,2,44,2,0,-2,0,4,DIFFER
BEN,BEN,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BER,BER,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BHU,BHU,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BIZ,BIZ,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BOL,BOL,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BOT,BOT,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BRA,Brazil,Brazil,1988,3,1,2,6,1,2,3,6,24,2,-1,-1,0,4,DIFFER
BRN,BRN,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BUL,Bulgaria,Bulgaria,1988,13,10,12,35,10,12,13,35,7,3,-2,-1,0,6,DIFFER
BUR,BUR,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CAF,CAF,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CAN,Canada,Canada,1988,5,3,2,10,3,2,5,10,19,2,1,-3,0,6,DIFFER
CAY,CAY,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CGO,CGO,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CHA,CHA,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CHI,Chile,Chile,1988,0,0,1,1,0,1,0,1,36,0,-1,1,0,2,DIFFER
CHN,China,China,1988,12,5,11,28,5,11,12,28,11,7,-6,-1,0,14,DIFFER
CIV,CIV,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CMR,CMR,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
COD,COD,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
COK,COK,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
COL,Colombia,Colombia,1988,1,0,0,1,0,0,1,1,46,1,0,-1,0,2,DIFFER
CRC,Costa Rica,Costa Rica,1988,0,0,1,1,0,1,0,1,36,0,-1,1,0,2,DIFFER
CYP,CYP,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
DEN,Denmark,Denmark,1988,1,2,1,4,2,1,1,4,23,-1,1,0,0,2,DIFFER
DJI,Djibouti,Djibouti,1988,1,0,0,1,0,0,1,1,46,1,0,-1,0,2,DIFFER
DOM,DOM,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ECU,ECU,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
EGY,EGY,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ESA,ESA,,1988,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
